timestamp,engine_temp,vibration,hydraulic_pressure,fault_label,engine_temp_rm,vibration_rm,hydraulic_pressure_rm,engine_temp_delta,vibration_delta,hydraulic_pressure_delta
0,0.19565464679786126,0.16385704652730954,0.930242430272278,normal,,,,,,
1,0.18359686042543455,0.12339851652056642,0.9569329751600173,normal,,,,0.4906653426017875,0.4677111196025985,0.511624151838838
2,0.21476510067114063,0.08428860418071477,0.9497496103206977,normal,,,,0.5158225753061901,0.4684753534581583,0.4936973683748651
3,0.32157888749857744,0.09440323668240055,0.9845521175339105,normal,,,,0.5598477325388944,0.49636988918609104,0.5159171724334021
4,0.19400523262427471,0.11328388401888066,0.9539548303651377,normal,0.36689055402414894,0.2260823089257082,0.9189029041144252,0.4234359483614699,0.5013374092472298,0.4813062296186828
5,0.3182800591514048,0.0701281186783547,0.947103107485159,normal,0.4505959544978051,0.15179048637092463,0.9349269086026588,0.570009930486594,0.4661826518914789,0.49387288025526443
6,0.11813218063928987,0.09372892784895484,0.9278612410042117,normal,0.40590907326163794,0.1282736504543025,0.9072977930747541,0.3811982787156569,0.5040122277416891,0.48731575640355085
7,0.2908656580593787,0.14699932569116658,0.9641229728385234,normal,0.4578561167837858,0.17797969000534475,0.9209579101974956,0.5982125124131084,0.5208253725640047,0.5166894247071584
8,0.17597542941644884,0.11260957518543495,0.9487347859251154,normal,0.3584656598206326,0.19241047568145375,0.8869179321343701,0.4308176100628934,0.4711501719526176,0.4893552044537895
9,0.0936753497895575,0.08226567768037762,0.9435147414850928,normal,0.28997942306945745,0.16782469267771247,0.8769959088989321,0.4497848394571334,0.473442873519297,0.49473639870682845
10,0.2012285291775675,0.1780175320296696,0.9551288429012039,normal,0.21007881352641888,0.25334045964724744,0.8846233854649288,0.5602780536246276,0.5448987390141384,0.5036453817558909
11,0.2781253554771923,0.13081591368846934,0.9714456273007661,normal,0.31929184299413826,0.2827365045430251,0.9260449958080379,0.5424362793776895,0.4638899503247995,0.5061341402199514
12,0.1927539529063811,0.074173971679029,0.9801545451530527,normal,0.2523197577357603,0.225013361838589,0.9412810378411081,0.4479973518702417,0.45854031333588086,0.5021078976835942
13,0.17483790240018182,0.10249494268374916,0.9505654495406759,normal,0.25154326979073716,0.21699625868519506,0.9430208589421127,0.4872558755379015,0.5066870462361484,0.48183978573509634
14,0.25486292799453913,0.1375590020229265,0.9578217756110503,normal,0.3615716116007306,0.26082308925708175,0.9566179390684386,0.5442568685865605,0.5105082155139474,0.5013391556474457
15,0.20333295415766095,0.09979770734996629,0.9710808211454913,normal,0.363008114299026,0.19882415820416888,0.9717783367058122,0.46769281694803067,0.4692395873137181,0.504515920682671
16,0.25617108406324585,0.07349966284558329,0.9390044108380593,normal,0.3480218969600486,0.1533939070016034,0.9409469417601173,0.5284342932803706,0.4757355750859764,0.48052344663210245
17,0.15828688431350235,0.13553607552258934,0.9466587072596424,normal,0.32449431222580394,0.20203099946552644,0.9091132585714554,0.44071499503475703,0.5257928926251434,0.5015497699039247
18,0.24274826527129978,0.12474713418745786,0.9494113355221703,normal,0.3708506425437754,0.219668626402993,0.908016414833865,0.5468387951009597,0.48452426442491414,0.49895570431162484
19,0.18945512455920754,0.10586648685097776,0.9443703777401917,normal,0.3262025857048574,0.19454836985569213,0.8952325119612699,0.4666666666666667,0.47993886129155533,0.494831175122244
20,0.1915026731884879,0.11935266351989213,0.9582728086757537,normal,0.31812711107660085,0.21004810261892037,0.8830600679538829,0.4988745448526979,0.4982804738249906,0.5048564137306454
21,0.19861221704015408,0.04248145650708025,0.9399330083242132,normal,0.27883682105835206,0.18546231961517903,0.883942585903668,0.5018205892088713,0.44707680550248385,0.48779314871823665
22,0.13985894664998266,0.0667565745111261,0.9365038304646305,normal,0.266257716348953,0.13094601817210047,0.874291621752807,0.46348891095663713,0.504394344669469,0.495684162860984
23,0.16027755659196874,0.13014160485502363,0.939515139455444,normal,0.2099623403346662,0.13522180652057722,0.864886501887959,0.5095663687520686,0.5265571264807032,0.4990926035783362
24,0.17677169832783513,0.1402562373567094,0.9765263821178656,normal,0.20130449974764275,0.1624799572421165,0.895446837749077,0.5072823568354853,0.49636988918609104,0.5170860815568606
25,0.14230462973495595,0.14632501685772087,0.9555732431267205,normal,0.16772139612532655,0.18385889898450022,0.8928812319950588,0.47762330354187343,0.49407718761941166,0.48641011510069104
26,0.08013877829598437,0.028320971004720162,0.9462673697476203,normal,0.0868501766510068,0.17263495456974878,0.898901265152519,0.4615028136378685,0.4237676729079099,0.4925740923403104
27,0.17552041860994194,0.12002697235333784,0.9501475806719069,normal,0.11119307372753084,0.2148583645109567,0.9118679753147116,0.5531943065210195,0.542606037447459,0.49955244470498217
28,0.1598225457854623,0.12002697235333784,0.9507113720027858,normal,0.11088247854952371,0.20684126135756276,0.9225086203092587,0.488546838795101,0.49063813526939254,0.49779732590099013
29,0.042941644864065154,0.10451786918408631,0.9750870560143272,normal,0.019528671817370835,0.17851416354890431,0.9211407174870931,0.4296590532936112,0.4818494459304548,0.5103990789136517
30,0.17608918211807545,0.12407282535401214,0.9481577289158625,normal,0.042590363784603014,0.1608765366114377,0.9140931812880968,0.5751737835153926,0.5017195261750097,0.48324739101589786
31,0.2056080081901941,0.1854349291975725,0.9718170662952277,normal,0.1282369841208233,0.28540887226082307,0.9383750323064604,0.514862628268785,0.5254107756973635,0.5100199732519892
32,0.23632123762939328,0.07619689817936615,0.9438861804795544,normal,0.1697402647823889,0.25066809192944944,0.9324243398450562,0.5155577623303541,0.4287351929690486,0.4827173451370924
33,0.13820953247639567,0.09440323668240055,0.94685105959606,normal,0.15498699382692216,0.23035809727418488,0.9287555866538071,0.44058258854683885,0.5009552923194499,0.4990680319150802
